txtid	date	year	settlement	county	from	to	soc.stat	hit
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Szántottak  is szegények egynéhány földet ugyanakkor,  || bizony ráuntak,  || higgye tekegyelmed szintén a dolgot.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Szántottak  is szegények egynéhány földet ugyanakkor,  || bizony ráuntak,  || higgye tekegyelmed szintén a dolgot.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Szántottak  is szegények egynéhány földet ugyanakkor,  || bizony ráuntak,  || higgye tekegyelmed szintén a dolgot.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Zolna  pedig nem elégséges leszen a kegyelmed búzája, zabja és az én zabom elhordására házunkhoz Várdában és Zétényben.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Bizony  nem tudom,  || oda is kell vitetni.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizony  nem tudom,  || oda is kell vitetni.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Podheringi  és Kölcsény most jött meg a ?Sóról,  || mert azok is igen kevesen vannak,  || Ökörmezőt pedig halla kegyelmed ő maga is.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Podheringi  és Kölcsény most jött meg a ?Sóról,  || mert azok is igen kevesen vannak,  || Ökörmezőt pedig halla kegyelmed ő maga is.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Podheringi  és Kölcsény most jött meg a ?Sóról,  || mert azok is igen kevesen vannak,  || Ökörmezőt pedig halla kegyelmed ő maga is.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[?Nelepenán  hogy elunták csak a fahordást a fűrészre a két esztendőtől fogván,  || mert az csak ő dolguk volt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[?Nelepenán  hogy elunták csak a fahordást a fűrészre a két esztendőtől fogván,  || mert az csak ő dolguk volt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Nelepena  csak a deszkahordást is elunta,  || ideálla. ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Nelepena  csak a deszkahordást is elunta,  || ideálla. ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Kegyelmed  azt [ma]ga halla,  || hogy panaszolkodnak,  || mert igen kevés ökrös jobbágyunk vagyon,  || azt ezenkívül, uram, nincsen minekünk jószágunk itt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Kegyelmed  azt [ma]ga halla,  || hogy panaszolkodnak,  || mert igen kevés ökrös jobbágyunk vagyon,  || azt ezenkívül, uram, nincsen minekünk jószágunk itt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Kegyelmed  azt [ma]ga halla,  || hogy panaszolkodnak,  || mert igen kevés ökrös jobbágyunk vagyon,  || azt ezenkívül, uram, nincsen minekünk jószágunk itt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Kegyelmed  azt [ma]ga halla,  || hogy panaszolkodnak,  || mert igen kevés ökrös jobbágyunk vagyon,  || azt ezenkívül, uram, nincsen minekünk jószágunk itt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Azért  írtam meg kegyelmednek ilyen rend  szerint,  || hogy kegyelmed lássa,  || ha méltán írt-e rám Ugray Pál,  || vagy nem.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azért  írtam meg kegyelmednek ilyen rend  szerint,  || hogy kegyelmed lássa,  || ha méltán írt-e rám Ugray Pál,  || vagy nem.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azért  írtam meg kegyelmednek ilyen rend  szerint,  || hogy kegyelmed lássa,  || ha méltán írt-e rám Ugray Pál,  || vagy nem.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azért  írtam meg kegyelmednek ilyen rend  szerint,  || hogy kegyelmed lássa,  || ha méltán írt-e rám Ugray Pál,  || vagy nem.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Immár  kegyelmed nem mentheti,  || mint azelőtt,  || hanem rajtakaptam,  || hogy rám firkál,  || !<kit bizony meghiggye kegyelmed,  || hogy igen ellenem vagyon ok nélkül és méltatlan.>  ||Mert, || <aki jámbor szolga volna atyafiak közt,>  ||nem kellene ezt veszteni, || él az Isten, uram.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Amire  elégséges volnék kegyelmednek,  || mindenben kedveskedem,  ||de, || <ha mindjárt minden hirtelen nem lehet meg,>  ||nem tehetek róla. ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Amire  elégséges volnék kegyelmednek,  || mindenben kedveskedem,  ||de, || <ha mindjárt minden hirtelen nem lehet meg,>  ||nem tehetek róla. ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Amire  elégséges volnék kegyelmednek,  || mindenben kedveskedem,  ||de, || <ha mindjárt minden hirtelen nem lehet meg,>  ||nem tehetek róla. ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Amire  elégséges volnék kegyelmednek,  || mindenben kedveskedem,  ||de, || <ha mindjárt minden hirtelen nem lehet meg,>  ||nem tehetek róla. ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Mert  látja kegyelmed a szegény oroszoknak is szófogadatlanságukat,  || ugyan meg kell azért lenni mindennek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Mert  látja kegyelmed a szegény oroszoknak is szófogadatlanságukat,  || ugyan meg kell azért lenni mindennek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Sidó  Ambrust ma mindjárt felküldtem,  || hogy drabantokat űzzenek alá a kegyelmed házába'n,  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Sidó  Ambrust ma mindjárt felküldtem,  || hogy drabantokat űzzenek alá a kegyelmed házába'n,  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[mert  ide rettenetes gonosz híreink vannak.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizonyosan  írhatom kegyelmednek,  || hogy Máramarosban hét- vagy nyolcezer kozák vagyon,  || !<kit senki nem tud,  || mi végre jöttek,>  || és jönnek,  || mert tarackjuk is vagyon,  || s nagy dúlságot tesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Husztban  is igen félnek,  || sok embert gyűjtöttek fel a várban.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Husztban  is igen félnek,  || sok embert gyűjtöttek fel a várban.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Szabó  Balázsnak immár egynéhány levelét láttam,  || kiben ő maga is fél.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Szabó  Balázsnak immár egynéhány levelét láttam,  || kiben ő maga is fél.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Bizony,  uram, én is elég félelemben vagyok itt,  || minthogy még a feleségem azért fenn jár,  || de a Ferkó felette igen beteg.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizony,  uram, én is elég félelemben vagyok itt,  || minthogy még a feleségem azért fenn jár,  || de a Ferkó felette igen beteg.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Bizony,  uram, én is elég félelemben vagyok itt,  || minthogy még a feleségem azért fenn jár,  || de a Ferkó felette igen beteg.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Én,  uram, félek csak a Báthoriak praktikájától,  || mivelhogy Sziget táján vannak a kozákok Máramarosban.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Én,  uram, félek csak a Báthoriak praktikájától,  || mivelhogy Sziget táján vannak a kozákok Máramarosban.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Ma  egy szolgámat szintén odaküldtem,  || hogy meglássa,  || ha békével járhatna.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Ma  egy szolgámat szintén odaküldtem,  || hogy meglássa,  || ha békével járhatna.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Ma  egy szolgámat szintén odaküldtem,  || hogy meglássa,  || ha békével járhatna.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Az  én hámjaimat, uram, kegyelmed még nem külde´.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Az  Úristen kitől oltalmazzon,  || ha futamásunk történnék,  || bizony, uram, egy csepp hámja sem volna a feleségem lovainak,  || mert nekem csak 12 lóra való hámom vagyon,  || a hata kegyelmednél vagyon,  || s nem tudom,  || én miképpen fognám be a lovaimat.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Cseh  Jánost nemkülönben várom vala,  || mint az Istennek angyalát.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Cseh  Jánost nemkülönben várom vala,  || mint az Istennek angyalát.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Ím,  sem ide nem *külde* kegyelmed,  || sem nem írál.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Ím,  sem ide nem *külde* kegyelmed,  || sem nem írál.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Kérem  kegyelmedet,  || ha a papucsaimban megkészültek,  || küldje meg kegyelmed,  || én mindjárt megküldöm a pénzt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Kérem  kegyelmedet,  || ha a papucsaimban megkészültek,  || küldje meg kegyelmed,  || én mindjárt megküldöm a pénzt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Kérem  kegyelmedet,  || ha a papucsaimban megkészültek,  || küldje meg kegyelmed,  || én mindjárt megküldöm a pénzt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Kérem  kegyelmedet,  || ha a papucsaimban megkészültek,  || küldje meg kegyelmed,  || én mindjárt megküldöm a pénzt.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Azon  is kérem kegyelmedet felette igen mint uramat és öcsémet,  || hogyha az Úristen te kegyelmedet egészséggel Erdélyből meghozza,  || Melith Pál uramra essünk rá és Matuznai uramra,  || hogy jöjjenek ide őkegyelmük három vagy négy napra,  || hogy végezzük el egymás között,  || ami dolgunk vagyon,  || mert bizony immár én is szívem szerint kívánnám.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Hiszem  azt,  || hogy oly uraink és atyafiai,  || hogy kedvünket nem szegik.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Hiszem  azt,  || hogy oly uraink és atyafiai,  || hogy kedvünket nem szegik.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Hiszem  azt,  || hogy oly uraink és atyafiai,  || hogy kedvünket nem szegik.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[A  kegyelmed zabjában azért nem merek most mindjárást elküldenem,  || hogy ilyen gonosz hírek vannak.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[A  kegyelmed zabjában azért nem merek most mindjárást elküldenem,  || hogy ilyen gonosz hírek vannak.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[A  német is találja szintén elöl,  || s mind a zab, és mind az ökrök odalesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[A  német is találja szintén elöl,  || s mind a zab, és mind az ökrök odalesznek.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Hanem  írja meg kegyelmed,  || mikor arányozza,  || s én elküldöm Szerencsére,  || csak ne veszessük oda őket,  || mert bizony most félelmes.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Hanem  írja meg kegyelmed,  || mikor arányozza,  || s én elküldöm Szerencsére,  || csak ne veszessük oda őket,  || mert bizony most félelmes.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Hanem  írja meg kegyelmed,  || mikor arányozza,  || s én elküldöm Szerencsére,  || csak ne veszessük oda őket,  || mert bizony most félelmes.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Hanem  írja meg kegyelmed,  || mikor arányozza,  || s én elküldöm Szerencsére,  || csak ne veszessük oda őket,  || mert bizony most félelmes.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 [[Hanem  írja meg kegyelmed,  || mikor arányozza,  || s én elküldöm Szerencsére,  || csak ne veszessük oda őket,  || mert bizony most félelmes.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Az  Úristen sokáig éltesse kegyelmedet!  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[Kelt  Podheringben, szombaton este későn, 95.  ||]] 
Tel. 74	1595 szombat	1595			Telegdy János	Telegdy Mihály	nemes	 *[[{\!lat! Seruitor et frater Joannes Thelegdj} ||]]  
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 *[[{\!lat!G[...]so d[...]no paulo Telegdy Affini Nobis honor[...]mo } ||  {\!lat!Generose d[...]ne afinis Nobis honoran[...] salutem et Nostri Comen[...]} ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 [[{\!lat!G[...]so d[...]no paulo Telegdy Affini Nobis honor[...]mo } ||  {\!lat!Generose d[...]ne afinis Nobis honoran[...] salutem et Nostri Comen[...]} ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 *[[Tudja  kegyelmed, Pál uram,  || Fábiánházán az ?utca közepett aminemű dologról kegyelmednek szóltam,  || azért kegyelmed menjen bizonyosan végére,  ||és || <ha mi olyat végezhet kegyelmed,>  ||írd meg mindjárást! ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 [[Tudja  kegyelmed, Pál uram,  || Fábiánházán az ?utca közepett aminemű dologról kegyelmednek szóltam,  || azért kegyelmed menjen bizonyosan végére,  ||és || <ha mi olyat végezhet kegyelmed,>  ||írd meg mindjárást! ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 [[Tudja  kegyelmed, Pál uram,  || Fábiánházán az ?utca közepett aminemű dologról kegyelmednek szóltam,  || azért kegyelmed menjen bizonyosan végére,  ||és || <ha mi olyat végezhet kegyelmed,>  ||írd meg mindjárást! ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 [[Tudja  kegyelmed, Pál uram,  || Fábiánházán az ?utca közepett aminemű dologról kegyelmednek szóltam,  || azért kegyelmed menjen bizonyosan végére,  ||és || <ha mi olyat végezhet kegyelmed,>  ||írd meg mindjárást! ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 [[Tudja  kegyelmed, Pál uram,  || Fábiánházán az ?utca közepett aminemű dologról kegyelmednek szóltam,  || azért kegyelmed menjen bizonyosan végére,  ||és || <ha mi olyat végezhet kegyelmed,>  ||írd meg mindjárást! ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 *[[Erről  aztán nekem kegyelmed a menyegző előtt [vá]laszt is írjon!  ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 *[[Isten  kegyelmeddel, Pál uram.  ||]] 
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 *[[{\!lat!Ex eczed 17 Jan[...] 87} ||]]  
Tel. 75	1587-01-17	1587			Báthory István	Telegdy Pál	nemes	 *[[{\!lat!C S B mppria} ||]]  
Tel. 76	1589-08-12	1589			Báthory István	Telegdy Pál	nemes	 *[[{\!lat!Generoso do[...]no Paulo Telegdj de Eiadem Afini N[...] h[...]} ||]]  
